Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Total_Accounts,Gender,Interest_Rate
10000,3,5,92000,2,2,23.12,1,24,36,1,0
24925,1,0,0,0,2,19.88,1,0,58,0,2
15000,1,0,75000,2,2,14.77,0,0,27,1,1
2200,1,0,65000,0,2,29.87,1,0,43,1,2
20000,1,0,47000,0,2,15.53,1,0,17,1,1
16000,3,0,0,0,2,17.5,4,62,34,1,1
10000,8,0,85000,1,2,20.29,3,0,34,0,1
1200,8,4,25000,2,7,24.66,0,0,15,0,2
14500,1,5,120000,2,1,23.7,2,0,20,1,1
15000,1,4,40000,1,2,33.9,1,0,29,1,1
31025,5,0,108600,0,6,19.49,3,19,23,1,2
9600,2,0,48000,1,2,23.15,0,0,25,1,1
23500,8,5,53000,0,2,21.24,0,0,18,0,1
18000,1,5,74800,2,2,11.73,2,15,25,0,1
15000,1,5,75000,0,1,34.27,2,46,37,1,2
24000,1,3,74000,1,2,23.31,3,0,26,1,1
4950,11,4,0,0,2,22.38,1,0,24,1,2
20000,1,0,100000,1,1,9.96,0,0,19,0,0
21200,1,5,48000,0,2,22.65,0,0,16,1,2
15000,10,4,0,1,2,15.48,1,0,10,0,2
12000,1,4,0,1,2,7.12,2,27,38,1,1
1000,1,0,36125,2,1,25.35,2,0,30,0,1
7750,11,4,21588,0,2,29.41,0,0,30,1,2
14000,9,4,40000,0,2,27.84,0,49,31,1,2
6600,1,0,45000,0,2,6.45,1,79,39,1,1
15000,10,0,91000,1,2,9.47,0,6,25,1,1
12000,7,4,67800,0,2,2.11,1,0,26,0,1
24250,5,3,55000,0,1,30.85,0,0,28,1,2
30000,1,5,75000,0,2,10.53,0,0,31,0,2
15000,1,0,96000,0,2,18.22,3,38,54,1,2
20000,3,0,75000,0,1,7.7,0,0,18,1,0
14825,1,5,55000,1,1,31.33,1,17,27,1,2
14000,1,0,81000,1,2,26.18,1,0,22,0,1
10800,1,5,0,2,1,9.4,0,0,21,1,0
32000,1,0,200000,0,2,6.07,0,70,29,1,2
2000,7,4,0,1,7,13.68,1,9,28,0,1
8875,8,4,60000,1,2,9.76,1,62,11,1,2
5000,1,5,54000,1,4,20.09,1,61,42,1,2
16225,1,4,67000,0,2,9.81,0,0,25,1,1
12000,6,4,49000,1,2,4.65,0,0,14,1,0
9100,7,0,52110,1,2,31.41,0,3,33,1,2
3000,0,3,45000,1,9,16.96,0,0,12,1,2
10000,1,4,55000,2,2,14.84,0,37,14,1,1
12000,1,0,108000,2,4,15.41,1,0,23,0,2
17000,0,4,0,0,2,9.02,0,0,12,1,1
4000,1,0,47000,1,1,24.38,1,20,49,1,1
8500,11,0,86000,1,9,15.41,0,0,26,1,1
22400,0,0,120000,1,1,17.26,0,78,27,1,0
15000,1,0,135000,2,1,6.78,0,70,33,0,0
20000,11,0,61500,0,2,28.32,1,0,35,1,2
20000,2,4,230000,0,9,10.46,0,22,20,1,2
5000,3,0,30000,2,2,7.96,0,0,46,1,0
10000,3,4,54000,1,1,19.13,0,28,29,1,1
14400,7,5,0,2,1,16.11,0,6,24,1,1
15000,8,0,60000,0,2,14.3,0,29,25,1,1
10375,2,4,64000,1,2,20.59,1,42,53,1,2
10425,9,5,25000,0,1,7.15,1,0,4,1,1
16750,1,0,110000,1,2,11.96,1,78,28,0,1
15000,1,5,60000,2,1,17.5,0,34,11,0,2
13000,3,4,0,1,2,22.1,4,0,14,1,2
15000,7,0,85000,0,2,13.67,1,7,26,1,2
8800,1,4,0,1,2,10.4,0,0,13,0,1
19200,10,5,105000,1,1,14.31,0,0,26,1,0
11325,1,3,73000,0,9,6.23,0,60,22,1,2
15550,1,5,49000,1,2,18.17,0,43,20,1,2
1400,3,0,27000,0,2,23.02,0,0,17,1,0
4800,0,4,0,2,1,7.44,0,0,10,1,1
3600,2,5,0,2,2,10.08,0,0,10,0,0
18000,9,0,130000,2,2,16.49,0,23,28,1,0
17600,1,0,180000,0,9,18.15,2,0,15,1,1
13000,6,0,42000,2,2,7.77,0,0,29,1,0
8000,0,0,65000,2,2,16.67,1,0,29,1,0
14000,6,0,44500,2,6,25.49,0,0,18,0,0
28000,0,0,160000,2,2,13.07,1,39,39,1,1
15000,8,3,0,2,2,7.23,0,0,25,1,0
15000,6,0,0,2,1,8.58,0,51,19,1,1
6000,9,3,0,0,4,20.3,2,67,17,1,2
20000,10,4,64000,1,2,25.11,2,41,42,1,0
15000,6,0,54000,2,1,18.16,0,16,18,1,0
2875,11,4,17256,0,2,7.37,1,0,4,1,2
2200,1,0,58000,1,9,29.07,0,4,35,1,1
35000,6,0,200000,0,2,12.79,2,0,24,1,2
11500,1,0,87000,0,2,14.1,0,25,42,1,1
3500,1,4,45000,2,2,24.99,1,0,25,1,1
19225,7,4,0,1,11,16.26,1,34,19,1,2
20000,3,0,54000,1,2,10.25,4,0,37,1,2
6350,4,4,0,1,11,24.12,1,0,19,1,1
4950,1,4,70000,2,9,12.21,2,12,17,1,2
7000,11,0,0,1,9,9.24,1,23,25,0,1
11200,0,0,58000,1,2,9.19,3,6,45,0,2
9000,11,0,38000,0,1,15.76,0,0,9,1,0
12000,1,5,34500,1,2,19.62,0,0,10,1,0
10000,1,4,32000,2,1,8.66,2,0,9,1,2
5000,4,4,28000,2,2,16.67,3,0,42,1,1
24000,11,4,0,0,2,6.49,2,75,27,1,2
21000,7,4,170000,0,2,11.49,0,27,28,1,1
7000,1,0,130000,1,9,9.37,0,0,22,1,0
11200,0,4,33400,1,2,10.71,0,62,13,1,1
30000,6,4,99000,1,2,22.85,1,47,51,1,2
10000,0,4,57000,1,2,24.59,0,16,25,1,1
5600,1,0,52000,0,4,26.77,0,0,18,0,2
9600,4,0,53000,0,2,3.81,2,64,19,1,0
25000,3,0,0,1,1,24.69,0,0,38,0,0
21000,3,5,74994.55,0,2,12.24,1,0,35,1,1
22800,4,5,80000,1,2,13.17,3,0,14,0,2
7000,1,5,60000,0,2,11.52,0,20,41,0,1
25000,11,0,64379.13,0,2,30.92,1,66,27,1,2
21275,6,0,100000,0,2,18.8,0,0,21,1,2
18250,1,0,0,0,2,33.43,4,0,27,0,2
7250,0,4,44000,1,2,18.06,0,76,26,1,1
16000,6,0,87000,1,2,19.21,1,10,30,0,1
3750,3,4,25000,2,2,16.46,2,0,9,1,2
17325,9,0,55000,2,2,33.52,0,46,26,0,1
12000,7,4,58800,0,2,31.35,0,0,19,1,2
21000,9,0,43000,0,1,12.45,0,0,11,1,1
9600,6,3,0,1,4,8.41,0,24,15,0,1
5000,1,0,60000,1,2,24.69,1,0,17,1,1
35000,1,0,175000,0,2,19.93,3,0,35,1,1
10625,1,4,62000,2,13,9.79,3,27,19,1,2
7000,1,4,30000,0,2,11.42,0,33,15,1,1
20000,6,0,93000,2,2,17.39,1,0,39,1,0
22000,1,5,54000,0,0,1.87,0,0,8,1,0
6000,2,4,35000,1,2,15.19,1,0,5,1,1
12000,1,0,104101,1,2,18.31,0,10,38,1,1
4800,10,4,75000,2,2,2.13,1,0,5,0,1
10000,2,4,37000,2,2,29.68,0,0,42,1,2
10000,1,4,0,2,2,7.72,0,0,11,0,1
12500,7,0,65000,1,1,17.6,2,44,15,1,0
9600,0,4,30000,1,2,11.56,0,0,10,1,1
24000,0,0,82000,1,2,3.18,0,10,36,1,1
12300,5,4,40000,2,1,12.51,1,0,18,1,2
4000,0,4,0,2,2,18.6,0,0,16,1,1
10000,8,4,168000,0,2,14.96,0,55,40,1,1
10000,1,0,43000,2,9,10.1,0,0,24,1,0
25000,11,0,68000,0,2,34.45,0,0,39,1,2
9000,1,5,70746,2,1,28.14,0,16,25,0,1
16750,8,3,42000,2,1,23.4,0,0,31,0,1
15000,1,3,78000,2,4,32.52,0,0,37,1,1
30000,1,0,80000,0,2,17.45,0,0,11,1,0
8600,3,4,0,1,2,24.35,0,0,27,1,1
16800,7,0,0,2,2,9.39,1,0,22,1,0
10000,3,0,105000,0,2,10.72,1,45,46,1,2
3500,1,0,120000,1,4,19.27,0,31,33,1,1
5000,9,5,80000,2,1,10.43,2,0,20,1,1
20400,8,4,51000,0,1,27.45,3,62,55,1,2
24000,7,0,76626,1,1,15.69,0,79,61,1,2
10500,0,0,100000,1,2,31.78,0,0,24,0,1
17750,1,4,59200,0,2,30.13,0,12,59,1,2
2000,10,4,50000,2,8,2.18,0,18,9,1,2
15000,0,0,38000,0,2,27.38,0,0,12,0,0
24000,1,4,0,1,1,13.57,0,67,35,1,0
12000,1,4,36000,1,2,29.97,0,26,22,1,1
10000,2,4,250000,2,2,10.51,2,0,19,0,1
10000,1,0,145000,1,2,16.5,0,23,28,1,0
20000,5,4,63000,0,2,27.22,0,69,28,1,0
9375,7,0,38000,2,2,14.59,3,24,40,0,2
25000,2,4,130000,1,6,18.89,0,0,20,1,0
7000,1,0,69000,2,6,24.77,1,18,31,1,1
4350,1,0,72000,2,2,11.15,0,19,17,0,2
16000,1,5,48000,2,2,13.18,0,0,17,0,0
5000,1,0,50254,1,2,16.62,0,0,10,1,1
20000,0,0,140000,0,2,18.36,0,0,39,0,0
2600,3,4,63000,2,2,17.74,0,3,17,1,0
4800,4,0,70000,2,4,21.48,2,39,36,1,1
24250,3,0,55000,0,2,29.34,1,0,35,0,1
9900,8,5,64000,0,2,10.93,1,0,20,0,2
21000,7,4,100000,0,7,19.72,2,8,56,1,1
20000,1,3,56600,0,1,25.41,1,0,23,1,1
16000,6,4,40000,0,1,24.87,0,14,9,1,2
25725,11,4,0,0,2,15.01,0,0,19,0,1
13425,1,0,90100,0,4,6.39,0,16,38,1,0
11000,2,4,28000,1,2,14.87,0,0,20,1,2
28000,0,5,170000,1,2,31.93,4,0,26,0,1
11400,1,5,65000,1,2,18.91,0,10,29,0,2
35000,1,0,72000,0,2,20.2,0,0,19,1,1
8000,3,0,24000,2,2,9.8,2,0,8,1,1
16150,1,4,0,1,1,9.18,0,47,14,1,1
19200,8,0,67000,2,2,18.58,0,0,18,1,1
35000,6,0,106000,1,2,20.37,1,0,26,1,1
2400,10,4,0,2,9,0.68,2,0,20,1,2
10000,11,5,47300,0,2,10.3,1,0,26,1,0
30000,1,0,0,0,1,18.95,1,0,28,0,0
10000,0,4,0,0,2,8.98,0,0,22,1,1
10000,3,4,35000,2,11,6.64,0,0,5,0,0
25000,11,0,68000,0,2,18.04,2,0,17,1,2
16000,1,4,65000,1,2,8.82,1,0,21,0,2
10000,0,0,35500,2,2,8.7,1,48,20,0,2
1000,7,4,65000,1,9,7.37,0,0,12,1,2
30000,11,5,88000,0,2,2,0,13,20,1,1
15000,9,4,80000,0,1,1.88,0,30,14,1,1
10000,0,4,150000,2,12,0.2,0,0,3,1,0
16000,1,0,0,1,1,10.52,1,33,47,1,1
14500,1,0,45000,2,2,9.36,0,63,15,0,2
12000,1,0,58000,2,2,9.6,1,0,21,1,1
9750,9,5,30000,2,2,12.24,0,0,10,1,2
6400,3,4,0,0,2,26.4,1,24,26,1,1
22000,6,4,50000,0,2,16.1,0,0,32,1,2
14350,1,3,38000,1,1,17.12,0,42,27,0,1
11700,8,0,35000,2,2,10.22,2,0,22,1,1
10000,1,0,62000,2,1,21.82,3,46,45,1,1
20000,1,4,72000,1,2,9.48,0,0,20,1,1
25000,11,5,67000,0,2,25.79,0,40,31,1,1
9600,4,4,85000,2,2,17.33,2,22,51,0,1
30000,6,0,400000,1,2,11.63,0,0,21,1,1
13175,4,0,40000,2,2,34.95,1,0,25,0,2
6000,10,5,30000,2,1,21.96,0,24,10,1,2
16000,6,4,65000,2,2,15.25,3,39,30,1,2
26500,1,4,60000,0,2,17.22,2,0,47,0,1
12000,2,5,75000,1,2,22,2,43,40,1,1
8000,4,4,55000,0,1,11.43,0,0,14,1,1
10000,5,0,107000,0,2,12.17,1,0,15,0,1
7500,2,4,68500,2,2,16.49,0,0,49,0,0
28000,10,4,83000,1,2,13.18,0,0,20,1,1
11000,1,0,65000,1,2,16.82,0,70,15,0,2
3000,5,0,53000,1,9,19.63,1,58,29,1,2
30000,1,0,0,0,2,13.87,0,0,24,1,1
7200,9,5,35000,2,2,20.47,0,0,11,0,2
8800,8,0,45500,0,2,32.21,1,17,41,1,1
8750,5,5,46000,1,2,27.76,2,0,15,0,1
1200,2,5,18720,2,2,3.01,1,0,3,1,1
35000,5,4,0,0,1,14.83,1,35,18,1,0
16950,9,4,77000,2,2,17.24,2,0,20,1,2
32000,1,4,85000,0,2,24.55,0,0,28,1,2
14000,9,4,46000,2,2,20.87,0,0,13,1,0
11000,0,4,0,2,2,11.94,0,0,11,1,2
8975,0,4,0,2,1,13.57,1,0,9,1,2
15000,3,4,61584,1,2,19.1,1,0,23,0,2
15000,3,4,50000,0,1,25.04,3,0,48,1,0
2500,8,0,65000,1,7,3.82,0,20,31,0,2
16000,1,4,95000,0,2,6.09,1,0,11,1,2
25000,1,0,75000,1,2,9.84,1,0,34,1,1
32000,1,0,85000,0,2,24.88,0,0,20,0,1
30000,1,0,80000,0,1,17.69,1,0,15,1,2
3000,10,3,35000,2,1,16.07,0,26,24,1,2
3500,3,5,58000,2,2,19.15,0,0,18,0,1
12525,0,4,0,2,1,5.55,3,14,16,1,2
3475,3,0,62467,2,1,11.49,3,0,17,1,1
15000,0,3,42000,0,4,14.34,0,69,15,1,1
10000,1,0,0,2,1,9.94,2,50,25,1,2
21000,0,4,58200,0,1,29.8,0,0,19,1,0
12500,5,0,42000,2,2,14.83,1,5,20,1,1
13200,10,5,44917,0,1,6.81,0,0,4,1,1
15000,8,4,130000,0,2,9.18,0,0,14,1,0
5700,10,0,72800,1,2,17.39,1,0,33,1,0
20000,0,0,110000,1,2,20.11,0,0,12,0,1
19200,1,0,79000,1,2,25.36,0,23,33,1,1
15000,1,5,90000,2,2,6.99,1,31,32,1,0
13000,1,5,78000,1,2,3.97,1,66,24,1,1
16000,0,4,40000,0,2,7.26,0,0,9,0,0
18000,6,4,150000,2,2,8.78,0,0,18,1,0
6000,2,5,27031,2,2,15.14,1,0,8,0,0
28000,0,0,95000,0,2,11.29,0,0,24,0,1
13700,5,4,51000,1,2,17.48,1,22,42,1,1
20200,7,0,60387.84,2,2,26.97,0,61,20,1,2
2400,1,0,64000,0,12,31.74,1,0,38,1,2
35000,1,0,0,1,4,13.58,0,25,24,0,2
7000,1,5,80000,2,2,18.8,2,0,16,1,1
12000,1,0,96000,0,4,21.02,2,32,20,0,2
5000,4,4,37000,1,2,15.34,1,0,13,1,1
25000,1,0,68000,0,6,11.2,1,12,31,1,2
6075,1,4,87000,1,2,8.32,1,57,19,0,2
26375,10,4,0,1,2,16.67,1,30,36,1,1
6625,5,4,72000,2,7,11.26,0,48,22,0,2
22000,1,5,60000,0,2,24.8,0,0,19,0,2
35000,1,0,176000,0,9,3.69,1,0,29,1,0
12000,1,4,0,1,1,21.09,0,31,28,1,1
18000,1,5,48000,2,2,19.03,1,8,37,1,2
10000,1,0,30000,0,2,10.88,0,0,18,1,2
5125,2,4,52000,1,2,14.36,2,0,13,1,1
1025,1,4,40000,2,2,20.49,4,55,31,0,1
17625,4,4,36000,0,11,12.27,0,46,13,0,2
26000,1,4,64000,1,1,25.99,1,0,24,1,1
10800,1,0,50000,1,1,30.27,1,0,20,1,1
5000,10,0,34000,2,7,11.02,3,3,37,0,1
35000,1,0,0,0,1,24.69,1,40,40,1,2
9025,1,4,0,0,5,18.93,0,0,15,1,2
28000,1,5,113000,1,2,10.86,0,0,48,1,1
10000,11,0,0,1,1,14.61,0,0,18,1,0
18000,1,0,58000,0,2,32.4,0,0,20,1,2
25000,7,0,150000,0,2,6.74,0,5,22,0,2
8000,10,4,37200,2,2,23.27,1,0,6,1,1
8000,11,0,63504,1,2,19.6,1,0,16,1,1
18500,1,4,50000,0,2,26.14,1,0,20,1,2
35000,4,0,0,0,2,18.97,1,14,28,1,1
10625,10,5,50000,1,1,1.51,0,0,15,1,1
10000,6,0,50000,1,4,8.11,0,0,12,0,0
10400,1,0,80000,1,4,23.27,2,0,34,1,2
23000,6,0,100000,1,2,11.28,3,14,31,1,2
5000,1,5,45000,1,2,11.52,3,0,10,1,2
5000,0,4,36000,0,1,21.27,1,0,9,0,2
9250,1,0,58000,0,9,16.84,1,0,19,0,2
20000,1,0,78000,1,2,16.49,3,32,20,1,2
32500,3,0,120000,0,2,13.19,1,0,39,0,1
10375,2,3,0,1,5,3.44,2,9,47,1,2
15000,1,0,74000,2,2,18.19,2,0,20,1,1
24000,1,4,70000,1,1,21.82,0,6,38,1,1
10000,2,4,37500,2,0,14.24,1,0,9,1,1
20000,5,0,75000,1,2,19.43,1,0,23,1,1
20000,2,0,80000,0,2,27.72,0,21,33,0,1
10000,5,4,73000,2,2,10.9,1,0,20,1,1
3000,4,5,88000,2,2,10.8,0,0,16,0,0
2875,2,4,33000,2,2,7.31,1,53,21,1,2
9950,10,0,30000,2,4,3.48,0,0,31,1,1
17550,1,5,40000,1,2,23.61,0,0,27,0,2
13000,7,0,0,2,2,15.28,2,55,22,1,1
25000,0,5,80000,0,2,9.08,0,28,27,1,1
11200,1,4,25000,2,1,26.36,1,0,10,1,1
7000,3,4,55000,0,0,9.25,2,55,18,1,2
35000,1,0,74872,0,2,15.24,0,26,10,1,2
24000,6,0,110000,0,2,14.64,2,65,21,1,0
35000,10,0,81000,0,2,27.81,1,14,31,0,2
4300,11,5,10768.8,0,2,22.07,0,0,14,0,2
22950,1,0,50000,1,2,7.01,0,0,13,1,2
18050,9,0,90000,2,2,19.96,0,0,15,0,1
8000,4,0,70000,2,2,24.4,0,11,11,1,1
19700,9,4,47000,1,1,24.11,0,33,18,0,2
22750,1,3,52000,0,1,30.91,1,0,31,0,2
23325,2,0,52000,0,1,22.08,1,0,16,0,2
10000,1,4,46000,1,1,16.57,0,0,25,1,1
15000,7,0,50000,0,2,25.76,1,0,19,1,1
22000,11,0,60000,0,2,19.42,0,0,20,1,1
8000,4,4,91945.84,2,9,18.28,0,0,19,1,0
8750,8,4,39728,1,2,32.65,1,0,22,1,2
8000,1,0,0,1,2,11.68,0,29,61,1,2
25000,1,4,67000,1,1,23.3,0,0,31,1,1
6000,9,5,65000,2,4,10.78,2,42,37,1,1
13750,5,0,36000,0,9,6.2,1,0,8,0,2
20000,2,5,59000,0,2,14.46,1,0,54,0,0
13500,7,3,40000,2,2,27.12,0,18,36,0,1
7500,11,4,39000,0,1,9.5,1,0,36,0,2
9000,1,5,95000,1,1,19.62,1,0,32,0,0
22000,10,4,50000,0,1,29.88,1,0,35,0,2
18000,1,0,100000,1,4,15.55,1,0,22,1,2
8325,10,4,25000,0,1,15.65,2,0,15,1,2
20000,1,4,48500,1,2,17.15,0,0,26,1,1
16400,1,0,95000,0,2,4.02,0,15,32,0,1
20000,5,0,60000,1,1,22.56,1,0,25,0,1
10000,9,4,30000,1,2,21.76,3,9,14,0,1
15000,10,5,110000,1,2,32.29,0,63,53,1,1
7000,2,5,35000,1,2,6.17,1,0,8,1,2
5000,1,0,0,0,0,20.26,1,0,16,0,2
10000,1,5,100000,0,1,17.13,1,43,33,1,0
8000,11,0,30756.56,0,2,26.34,1,36,29,1,1
5000,3,4,46500,1,1,14.94,1,32,25,1,0
28000,3,0,108000,1,2,20.6,0,0,33,1,2
27525,1,0,80000,1,2,5.93,0,9,21,1,2
17500,11,4,40000,0,2,20.52,1,0,8,1,1
7000,6,4,100000,1,1,15.8,1,57,45,1,1
6950,1,4,55000,2,2,1.55,0,66,22,1,1
35000,7,0,140000,0,2,27.21,0,30,43,1,1
9000,1,5,50626,1,2,8.79,0,30,21,1,0
15000,1,0,71000,1,2,17.78,1,0,29,1,1
5600,4,0,0,0,2,20.29,4,0,55,1,1
20000,4,0,55800,0,9,9.91,0,0,28,1,2
7900,1,4,70000,2,2,16.1,1,0,18,1,2
16000,1,4,145000,0,1,8.42,0,0,13,0,0
17000,6,0,79000,0,2,3.45,3,14,24,0,1
20000,4,3,60000,1,2,6.7,2,0,21,0,1
24000,2,0,97000,1,2,16.92,1,42,13,1,2
5000,5,4,23000,2,13,10.28,0,42,28,1,2
24000,0,0,60000,2,2,9.36,0,63,47,1,1
11200,0,0,38000,0,2,22.57,0,0,14,1,2
22000,4,4,60000,1,2,23.06,0,0,31,1,2
3500,8,5,32000,2,2,20.97,0,0,15,1,1
25000,5,0,202000,0,2,12.35,3,22,28,1,2
2400,1,0,37300,2,1,15.25,1,0,12,1,2
20000,10,5,96000,1,5,13.78,0,7,31,1,1
22950,1,0,50000,1,2,14.14,0,80,18,1,2
35000,0,5,160000,1,2,9.52,1,12,27,0,1
16000,2,0,100000,2,2,5.95,0,32,28,1,1
16000,1,0,67000,1,2,18.34,1,27,23,1,2
17575,2,4,40000,2,1,21.45,0,0,34,1,1
10000,5,4,55000,1,12,17.13,2,32,46,1,2
6000,4,4,65000,2,2,10.45,0,0,56,0,0
11000,1,4,34000,1,2,24.64,2,40,48,1,1
8000,0,4,35000,1,1,17.56,1,0,26,1,2
8000,4,4,22000,1,1,23.24,1,0,10,1,1
14900,1,5,89000,1,2,18.62,0,0,24,0,2
1000,10,4,15000,2,9,1.2,0,16,11,1,2
17000,1,0,100000,2,2,8.44,1,30,32,1,0
18000,2,0,0,1,2,8.46,0,30,33,1,1
20000,4,0,105000,0,2,26.79,2,9,14,1,1
4800,11,4,80000,1,4,10.42,0,0,10,0,1
3000,8,5,76309,1,8,10.76,1,0,17,1,2
31300,9,0,70000,0,1,28.15,0,8,29,1,2
15000,1,0,92000,0,2,11.91,2,21,34,0,2
35000,1,3,103000,1,4,5.88,6,0,18,1,1
7500,1,4,37000,0,2,24.39,1,25,18,1,1
6000,1,5,38000,2,1,27.86,0,0,20,0,1
3000,10,0,18000,2,1,8.67,1,0,28,1,0
2400,6,0,30000,1,9,9.04,2,56,22,1,1
32000,1,4,93510,0,2,30.66,0,10,27,1,2
18000,1,0,95000,0,2,8.14,0,0,16,1,2
24000,7,0,0,0,1,23.63,1,0,20,0,1
5525,3,0,70000,0,4,23.61,1,0,44,0,1
35000,1,0,78000,0,2,19.13,1,0,18,1,2
6000,6,0,135000,2,12,13.8,0,14,38,1,0
30000,3,0,84966,0,2,22.67,1,0,45,0,2
18000,10,0,0,1,1,30.22,0,64,26,1,2
22800,7,0,57000,0,11,16.36,1,34,22,0,2
35000,1,0,128458,0,2,17.59,0,0,39,0,1
2500,1,0,115000,2,2,7.32,0,0,18,1,0
6000,1,0,45000,2,1,23.04,1,38,46,1,1
5600,9,3,125000,2,1,8.65,3,17,34,1,1
7200,1,0,53000,2,1,10.85,0,0,12,1,0
16875,2,5,47000,1,2,19.13,1,0,49,1,1
12000,1,0,84000,1,2,15.1,3,43,25,1,2
10000,0,4,85000,1,2,27.22,1,7,40,1,1
15000,7,4,65000,2,2,10.74,0,0,21,1,2
15000,5,0,50000,1,2,19.63,1,50,19,0,1
5475,2,4,100000,1,2,8.24,0,0,19,1,0
6600,2,4,40000,1,2,13.62,1,0,12,0,1
30000,1,0,106253,0,4,8.87,0,11,32,1,2
7200,6,3,0,2,1,14.93,0,0,10,1,0
12000,1,4,60000,1,2,23.51,2,28,31,1,1
14300,8,0,102000,1,2,19.05,0,0,35,1,2
35000,2,0,750000,0,4,4.74,3,56,45,0,1
7000,1,0,0,1,6,5.41,0,0,21,1,0
18000,1,4,62000,0,1,31.15,0,24,32,1,1
5000,9,0,40000,2,9,9.24,1,0,15,0,0
15000,0,0,55000,0,2,12.7,0,36,26,1,2
25000,1,5,0,1,2,18.1,2,40,37,1,0
18000,1,0,0,2,2,10.72,1,8,50,0,1
12000,5,4,0,2,1,9.25,2,10,32,1,1
22000,5,4,49000,0,2,17.51,1,46,21,1,2
2500,4,5,52000,1,4,5.82,2,53,15,1,2
16000,9,0,55000,2,2,18.24,0,0,9,0,1
19000,6,0,75000,1,2,18.03,0,0,21,1,2
5000,2,5,30000,0,1,15.76,2,79,17,0,1
25000,2,4,82500,1,2,13.21,1,0,19,1,1
7200,1,5,63000,1,2,14.71,0,17,39,1,1
5500,1,4,45000,2,9,13.28,0,21,12,0,1
9000,5,4,60000,1,2,25.28,0,0,14,1,0
15000,10,0,50000,1,2,25.42,2,0,24,1,1
28000,1,0,104000,0,2,32.82,1,0,39,1,0
24000,1,5,89927,1,2,13.58,1,49,17,1,2
7000,1,0,92000,0,0,4.73,3,46,28,0,1
24000,1,4,98000,2,2,16.62,2,0,39,1,0
3000,11,3,0,0,2,20.82,0,0,18,1,2
4500,2,5,50000,0,4,1.2,0,77,11,1,1
20000,0,4,0,1,1,23.07,0,8,27,0,1
35000,2,4,185000,0,2,10.05,0,0,19,0,2
30000,2,3,90000,0,2,33.23,0,23,37,1,1
10000,0,4,34000,2,7,25.41,0,0,19,0,2
10000,3,5,55000,2,2,22.21,0,4,18,1,1
11000,1,0,110000,2,1,2.62,0,0,12,1,0
20000,5,0,80000,1,2,13.49,2,0,17,1,2
35000,4,5,85000,0,2,24.54,2,64,29,1,2
8000,1,0,100000,2,2,13.52,2,43,24,1,1
20000,2,0,57304,0,2,27.73,0,44,24,1,1
9000,1,0,52000,0,2,21.6,0,36,23,1,2
27000,4,0,172000,1,2,6.79,1,58,30,1,0
16000,11,5,51000,0,1,28.88,0,0,37,0,1
10000,7,4,0,0,9,15.34,0,66,34,1,1
16000,6,4,65000,0,1,9.88,0,0,23,0,0
8400,1,0,53000,0,2,29.57,2,0,51,1,2
2200,4,4,55000,0,9,28.01,1,0,19,0,2
21750,3,0,70000,1,2,9.94,1,0,30,1,0
24800,0,4,120000,1,2,14.19,2,0,44,1,0
16000,2,4,40000,1,2,25.77,1,77,33,0,2
12000,3,0,94000,0,2,4.41,0,20,28,1,1
21000,6,0,52000,0,2,15.67,0,0,14,0,2
35000,3,5,154000,0,2,28.26,3,0,61,1,1
14300,7,5,0,2,2,21.49,2,33,21,1,2
18000,1,0,50000,1,1,19.35,0,0,11,1,0
9175,11,0,22000,0,2,17.62,0,0,21,0,2
5000,1,0,72000,2,2,17.9,0,0,29,1,0
10000,3,0,32000,2,2,17.1,0,0,29,1,0
9250,0,3,46000,1,1,4.44,4,14,18,0,2
6000,0,0,80000,2,4,3.57,1,39,30,0,0
5600,10,4,35000,2,2,26.95,1,0,23,0,2
25000,1,0,68000,0,2,33.9,3,0,39,1,1
19200,9,5,90000,0,2,13.09,1,0,10,0,2
10625,6,4,0,2,2,15.57,0,0,21,0,2
20000,0,4,95000,2,2,13.09,0,0,16,1,1
17500,5,5,50000,1,4,7.44,1,0,20,1,1
20000,1,0,154000,0,2,5.89,1,79,15,1,2
4300,1,5,67300,1,9,17.44,0,0,23,1,2
15000,10,0,60000,0,1,25.44,0,13,20,1,0
15000,11,5,60493.52,1,2,31.92,0,0,57,0,2
16800,1,4,64000,1,2,18.26,1,48,37,0,2
35000,1,0,95000,0,2,35.3,1,0,30,1,2
10000,1,0,145000,1,2,17.06,1,26,32,1,2
8000,7,0,80000,2,1,17.76,3,43,18,1,1
9850,2,0,56000,1,2,26.68,1,0,38,1,2
11225,3,3,85000,2,4,14.5,1,22,20,1,2
8000,2,0,41000,0,1,8.37,0,0,23,1,0
2700,11,3,33516,0,1,27.37,0,28,21,1,2
21725,9,0,60000,1,2,22.87,1,43,28,0,2
19750,9,0,75000,0,1,23.58,0,39,40,1,2
35000,7,0,120000,0,2,21.39,0,8,38,1,2
6500,11,0,40000,0,2,26.88,0,0,27,1,0
9250,5,4,28000,2,2,19.11,0,0,6,1,2
15000,5,0,142000,1,4,3.64,0,0,15,0,0
13000,1,0,200000,2,9,11.21,0,13,30,1,1
32000,1,5,0,0,1,14.95,0,0,22,0,2
1000,1,4,29000,2,9,14.53,0,0,17,1,0
27000,1,0,145000,1,1,14.65,1,70,42,0,1
